Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW06,1,2018,July,51.8,30.5,65.6,165.7
Queens West,QW09,1,2018,July,48.8,40.1,71.7,227.5
Staten Island,SI01,1,2018,July,50.9,39.6,78.2,234.4
Staten Island,SI02,1,2018,July,49.9,45.2,78.3,232.3
Staten Island,SI03,1,2018,July,51.2,45.6,84.1,242.7
Brooklyn North,BKN01,1,2019,July,44.0,49.8,47.2,197.3
Brooklyn North,BKN02,1,2019,July,48.1,31.9,56.5,160.2
Brooklyn North,BKN03,1,2019,July,35.1,34.1,42.0,144.9
Brooklyn North,BKN04,1,2019,July,40.9,36.2,60.5,178.9
Brooklyn North,BKN05,1,2019,July,31.3,24.2,38.2,125.2
Brooklyn North,BKN08,1,2019,July,42.6,44.7,51.1,191.3
Brooklyn North,BKN09,1,2019,July,36.7,32.2,44.1,147.7
Brooklyn North,BKN16,1,2019,July,28.5,21.4,31.5,107.5
Brooklyn North,BKN17,1,2019,July,38.7,27.4,55.7,159.7
Brooklyn South,BKS06,1,2019,July,61.5,43.2,77.3,247.1
Brooklyn South,BKS07,1,2019,July,52.2,45.5,64.1,250.2
Brooklyn South,BKS10,1,2019,July,57.0,55.2,72.4,291.1
Brooklyn South,BKS11,1,2019,July,49.0,45.7,57.0,223.6
Brooklyn South,BKS12,1,2019,July,43.3,47.9,40.4,194.6
Brooklyn South,BKS13,1,2019,July,40.6,38.4,50.7,184.2
Brooklyn South,BKS14,1,2019,July,40.5,33.2,51.4,160.8
Brooklyn South,BKS15,1,2019,July,49.0,46.9,56.7,221.6
Brooklyn South,BKS18,1,2019,July,41.9,31.7,61.6,179.1
Bronx,BX01,1,2019,July,22.5,17.9,26.8,86.4
Bronx,BX02,1,2019,July,37.3,30.4,58.6,164.9
Bronx,BX03,1,2019,July,29.1,23.2,36.9,119.5
Bronx,BX04,1,2019,July,34.0,27.2,48.9,145.0
Bronx,BX05,1,2019,July,34.3,25.4,50.0,147.7
Bronx,BX06,1,2019,July,35.9,31.8,44.1,157.4
Bronx,BX07,1,2019,July,39.9,32.9,64.3,181.8
Bronx,BX08,1,2019,July,51.4,39.8,82.3,226.8
Bronx,BX09,1,2019,July,30.9,23.0,39.2,123.0
Bronx,BX10,1,2019,July,50.1,38.6,75.5,224.0
Bronx,BX11,1,2019,July,42.2,34.2,53.8,170.2
Bronx,BX12,1,2019,July,47.8,34.2,72.2,198.3
Manhattan,MN01,1,2019,July,59.6,44.4,63.6,210.7
Manhattan,MN02,1,2019,July,57.3,39.3,71.2,197.0
Manhattan,MN03,1,2019,July,38.7,39.4,42.4,172.9
Manhattan,MN04,1,2019,July,53.4,33.9,67.7,171.8
Manhattan,MN05,1,2019,July,49.5,32.1,57.1,152.5
Manhattan,MN06,1,2019,July,53.7,35.0,64.6,173.2
Manhattan,MN07,1,2019,July,59.1,42.5,70.8,206.4
Manhattan,MN08,1,2019,July,58.9,42.6,68.9,206.1
Manhattan,MN09,1,2019,July,46.7,54.1,49.6,231.8
Manhattan,MN10,1,2019,July,40.4,36.5,55.7,185.6
Manhattan,MN11,1,2019,July,34.9,38.1,30.8,152.7
Manhattan,MN12,1,2019,July,43.4,42.1,55.7,206.1
Queens East,QE07,1,2019,July,48.7,47.1,58.5,214.4
Queens East,QE08,1,2019,July,45.0,27.1,49.8,146.3
Queens East,QE10,1,2019,July,49.7,35.8,81.0,228.4
Queens East,QE11,1,2019,July,56.9,52.9,78.9,278.6
Queens East,QE12,1,2019,July,39.7,32.8,58.2,186.4
Queens East,QE13,1,2019,July,50.3,33.0,84.3,213.7
Queens East,QE14,1,2019,July,37.4,31.5,44.1,143.9
Queens West,QW01,1,2019,July,50.1,48.9,68.4,236.0
Queens West,QW02,1,2019,July,50.4,50.3,67.0,227.3
Queens West,QW03,1,2019,July,40.3,31.6,55.1,169.4
Queens West,QW04,1,2019,July,41.9,35.4,56.9,178.3
Queens West,QW05,1,2019,July,55.9,46.5,80.7,278.6
Queens West,QW06,1,2019,July,52.5,30.5,66.2,170.3
Queens West,QW09,1,2019,July,49.7,40.0,70.3,217.2
Staten Island,SI01,1,2019,July,50.9,39.8,71.9,236.1
Staten Island,SI02,1,2019,July,49.5,42.9,73.3,231.7
Staten Island,SI03,1,2019,July,51.2,45.3,80.1,244.5
Brooklyn North,BKN01,12,2016,June,31.8,43.3,46.4,124.6
Brooklyn North,BKN02,12,2016,June,38.7,34.9,54.3,119.6
Brooklyn North,BKN03,12,2016,June,26.0,31.4,40.3,98.1
Brooklyn North,BKN04,12,2016,June,30.9,32.6,58.2,121.0
Brooklyn North,BKN05,12,2016,June,22.3,23.0,39.8,81.5
Brooklyn North,BKN08,12,2016,June,33.3,42.9,52.9,131.9
Brooklyn North,BKN09,12,2016,June,26.8,32.3,41.0,98.6
Brooklyn North,BKN16,12,2016,June,21.0,21.6,31.5,76.6
Brooklyn North,BKN17,12,2016,June,28.4,28.4,56.1,105.5
Brooklyn South,BKS06,12,2016,June,52.5,48.5,81.5,169.7
Brooklyn South,BKS07,12,2016,June,41.8,60.0,65.6,164.1
Brooklyn South,BKS10,12,2016,June,45.4,57.0,72.0,179.1
Brooklyn South,BKS11,12,2016,June,36.8,49.7,61.8,146.2
Brooklyn South,BKS12,12,2016,June,30.4,47.3,41.3,117.7
Brooklyn South,BKS13,12,2016,June,29.6,40.9,48.9,122.3
Brooklyn South,BKS14,12,2016,June,30.4,35.6,51.4,111.4
Brooklyn South,BKS15,12,2016,June,37.6,50.1,59.7,151.1
Brooklyn South,BKS18,12,2016,June,31.5,42.9,66.6,133.5
Bronx,BX01,12,2016,June,16.5,21.1,24.6,62.1
Bronx,BX02,12,2016,June,28.5,37.9,53.2,116.2
Bronx,BX03,12,2016,June,22.3,31.1,41.1,86.4
Bronx,BX04,12,2016,June,25.4,30.5,44.5,101.6
Bronx,BX05,12,2016,June,26.3,30.7,52.4,105.3
Bronx,BX06,12,2016,June,29.6,37.7,44.1,115.0
Bronx,BX07,12,2016,June,30.1,36.0,58.1,124.8
Bronx,BX08,12,2016,June,40.7,49.7,78.7,162.3
Bronx,BX09,12,2016,June,22.5,23.1,41.1,82.1
Bronx,BX10,12,2016,June,37.8,43.1,64.1,148.2
Bronx,BX11,12,2016,June,31.2,35.6,53.3,119.3
Bronx,BX12,12,2016,June,36.0,35.3,72.5,143.6
Manhattan,MN01,12,2016,June,49.1,44.0,72.6,141.1
Manhattan,MN02,12,2016,June,46.5,37.6,80.0,129.7
Manhattan,MN03,12,2016,June,30.2,44.3,44.3,123.0
Manhattan,MN04,12,2016,June,43.3,32.4,80.2,118.2
Manhattan,MN05,12,2016,June,37.3,29.3,57.1,96.6
Manhattan,MN06,12,2016,June,42.1,32.9,71.8,113.8
Manhattan,MN07,12,2016,June,48.3,41.0,79.4,136.5
Manhattan,MN08,12,2016,June,47.4,40.7,78.6,133.6
Manhattan,MN09,12,2016,June,35.5,58.6,48.6,148.7
Manhattan,MN10,12,2016,June,30.6,39.6,55.5,124.5
Manhattan,MN11,12,2016,June,25.7,44.5,32.6,102.7
Manhattan,MN12,12,2016,June,32.4,45.7,58.5,134.9
Queens East,QE07,12,2016,June,37.0,48.0,60.9,147.7
Queens East,QE08,12,2016,June,32.7,29.7,50.3,96.0
Queens East,QE10,12,2016,June,40.2,43.6,86.7,168.1
Queens East,QE11,12,2016,June,43.8,62.5,86.1,210.7
Queens East,QE12,12,2016,June,29.6,36.4,64.8,131.9
Queens East,QE13,12,2016,June,37.3,40.4,89.8,168.6
Queens East,QE14,12,2016,June,26.5,30.8,39.7,97.9
Queens West,QW01,12,2016,June,39.1,51.4,72.3,157.8
Queens West,QW02,12,2016,June,39.7,51.9,68.6,162.1
Queens West,QW03,12,2016,June,30.2,32.8,57.8,113.5
Queens West,QW04,12,2016,June,30.4,34.9,53.3,115.0
Queens West,QW05,12,2016,June,44.8,48.9,84.5,179.1
Queens West,QW06,12,2016,June,40.0,30.1,71.3,105.8
Queens West,QW09,12,2016,June,38.6,41.9,73.7,155.7
Staten Island,SI01,12,2016,June,38.9,45.0,81.7,169.7
Staten Island,SI02,12,2016,June,37.5,49.7,81.3,166.0
Staten Island,SI03,12,2016,June,39.4,53.3,91.2,176.6
Brooklyn North,BKN01,12,2017,June,36.4,45.2,46.4,149.5
Brooklyn North,BKN02,12,2017,June,43.1,35.8,56.8,139.1
Brooklyn North,BKN03,12,2017,June,29.9,32.9,43.1,117.9
Brooklyn North,BKN04,12,2017,June,35.5,34.7,63.3,147.2
Brooklyn North,BKN05,12,2017,June,26.1,24.3,42.3,99.7
Brooklyn North,BKN08,12,2017,June,38.7,46.3,57.3,164.0
Brooklyn North,BKN09,12,2017,June,30.6,33.1,42.6,115.7
Brooklyn North,BKN16,12,2017,June,24.0,22.4,34.3,86.6
Brooklyn North,BKN17,12,2017,June,33.3,29.2,60.4,131.4
Brooklyn South,BKS06,12,2017,June,57.2,49.2,81.8,212.0
Brooklyn South,BKS07,12,2017,June,47.0,48.4,71.1,209.1
Brooklyn South,BKS10,12,2017,June,50.2,56.5,73.4,225.1
Brooklyn South,BKS11,12,2017,June,41.7,47.5,61.1,176.2
Brooklyn South,BKS12,12,2017,June,35.1,44.1,43.3,146.1
Brooklyn South,BKS13,12,2017,June,35.1,43.8,49.0,151.2
Brooklyn South,BKS14,12,2017,June,35.3,37.0,52.6,141.2
Brooklyn South,BKS15,12,2017,June,43.3,50.0,61.6,179.5
Brooklyn South,BKS18,12,2017,June,36.6,40.3,73.0,167.0
Bronx,BX01,12,2017,June,20.0,22.5,27.0,77.6
Bronx,BX02,12,2017,June,33.4,37.4,54.0,146.3
Bronx,BX03,12,2017,June,25.9,28.8,34.4,106.3
Bronx,BX04,12,2017,June,29.7,30.9,49.7,125.3
Bronx,BX05,12,2017,June,30.4,30.4,52.0,129.2
Bronx,BX06,12,2017,June,33.7,37.1,42.6,140.0
Bronx,BX07,12,2017,June,34.8,35.4,63.0,153.7
Bronx,BX08,12,2017,June,45.6,49.3,77.4,198.6
Bronx,BX09,12,2017,June,26.7,24.4,43.6,102.3
Bronx,BX10,12,2017,June,43.3,43.5,68.2,187.1
Bronx,BX11,12,2017,June,36.1,34.8,56.3,148.1
Bronx,BX12,12,2017,June,41.0,35.2,74.3,177.0
Manhattan,MN01,12,2017,June,53.9,44.8,76.1,168.7
Manhattan,MN02,12,2017,June,53.4,39.9,84.1,168.1
Manhattan,MN03,12,2017,June,35.4,47.0,46.7,154.5
Manhattan,MN04,12,2017,June,47.8,31.3,77.5,143.3
Manhattan,MN05,12,2017,June,43.3,29.0,63.7,123.4
Manhattan,MN06,12,2017,June,47.3,32.0,72.1,139.9
Manhattan,MN07,12,2017,June,53.7,40.7,81.8,169.3
Manhattan,MN08,12,2017,June,52.3,40.3,78.8,162.8
Manhattan,MN09,12,2017,June,41.4,59.8,49.5,188.2
Manhattan,MN10,12,2017,June,35.5,39.4,56.9,157.8
Manhattan,MN11,12,2017,June,30.4,44.8,32.6,127.4
Manhattan,MN12,12,2017,June,37.9,45.2,58.2,171.8
Queens East,QE07,12,2017,June,42.2,48.6,64.1,183.0
Queens East,QE08,12,2017,June,37.9,29.9,51.1,120.2
Queens East,QE10,12,2017,June,45.2,44.2,91.7,216.7
Queens East,QE11,12,2017,June,50.6,64.5,89.1,246.2
Queens East,QE12,12,2017,June,34.0,37.2,66.8,161.6
Queens East,QE13,12,2017,June,42.2,39.1,93.9,206.8
Queens East,QE14,12,2017,June,30.8,31.2,43.5,120.0
Queens West,QW01,12,2017,June,44.1,52.1,73.6,193.2
Queens West,QW02,12,2017,June,44.4,51.9,71.2,196.0
Queens West,QW03,12,2017,June,34.8,32.9,61.9,139.6
Queens West,QW04,12,2017,June,36.1,36.8,63.7,145.8
Queens West,QW05,12,2017,June,50.1,47.9,87.8,222.4
Queens West,QW06,12,2017,June,45.1,30.1,75.8,129.2
Queens West,QW09,12,2017,June,43.9,42.8,76.8,191.7
Staten Island,SI01,12,2017,June,44.8,46.5,87.2,213.8
Staten Island,SI02,12,2017,June,43.5,52.3,88.1,209.8
Staten Island,SI03,12,2017,June,44.5,53.6,90.1,219.0
Brooklyn North,BKN01,12,2018,June,37.4,47.1,49.5,154.8
Brooklyn North,BKN02,12,2018,June,43.6,37.7,58.8,138.9
Brooklyn North,BKN03,12,2018,June,30.3,34.6,46.1,119.5
Brooklyn North,BKN04,12,2018,June,36.3,37.2,67.5,150.4
Brooklyn North,BKN05,12,2018,June,26.6,24.8,43.0,101.7
Brooklyn North,BKN08,12,2018,June,38.3,46.7,58.8,161.0
Brooklyn North,BKN09,12,2018,June,31.2,34.2,43.3,121.3
Brooklyn North,BKN16,12,2018,June,24.0,22.0,33.2,86.8
Brooklyn North,BKN17,12,2018,June,33.2,30.9,59.4,131.0
Brooklyn South,BKS06,12,2018,June,56.9,49.5,80.4,209.4
Brooklyn South,BKS07,12,2018,June,47.7,49.8,68.7,207.0
Brooklyn South,BKS10,12,2018,June,51.5,57.6,77.4,237.1
Brooklyn South,BKS11,12,2018,June,42.5,48.1,62.7,177.5
Brooklyn South,BKS12,12,2018,June,36.7,47.2,44.0,150.3
Brooklyn South,BKS13,12,2018,June,35.0,43.0,49.6,151.1
Brooklyn South,BKS14,12,2018,June,35.7,39.9,53.8,140.3
Brooklyn South,BKS15,12,2018,June,43.3,50.3,61.4,182.9
Brooklyn South,BKS18,12,2018,June,36.6,40.3,70.3,167.4
Bronx,BX01,12,2018,June,19.9,21.5,28.4,77.2
Bronx,BX02,12,2018,June,33.3,36.4,56.4,145.0
Bronx,BX03,12,2018,June,25.8,27.3,36.7,106.0
Bronx,BX04,12,2018,June,29.7,31.2,51.8,123.9
Bronx,BX05,12,2018,June,29.7,28.6,51.5,125.4
Bronx,BX06,12,2018,June,34.2,36.8,44.8,147.0
Bronx,BX07,12,2018,June,34.9,36.9,66.5,153.1
Bronx,BX08,12,2018,June,45.9,47.9,80.7,195.6
Bronx,BX09,12,2018,June,26.6,23.7,44.1,102.0
Bronx,BX10,12,2018,June,43.7,40.6,78.1,177.0
Bronx,BX11,12,2018,June,37.0,36.3,58.6,140.2
Bronx,BX12,12,2018,June,42.4,35.8,78.5,162.5
Manhattan,MN01,12,2018,June,54.3,46.8,75.6,169.8
Manhattan,MN02,12,2018,June,52.9,41.5,86.0,162.8
Manhattan,MN03,12,2018,June,35.1,45.1,44.0,151.3
Manhattan,MN04,12,2018,June,47.6,35.4,77.3,138.3
Manhattan,MN05,12,2018,June,43.8,33.6,60.8,123.7
Manhattan,MN06,12,2018,June,47.1,34.6,72.8,135.7
Manhattan,MN07,12,2018,June,54.1,44.2,82.9,168.1
Manhattan,MN08,12,2018,June,52.8,43.2,79.9,163.3
Manhattan,MN09,12,2018,June,42.2,59.8,50.2,195.5
Manhattan,MN10,12,2018,June,35.8,41.3,55.2,156.5
Manhattan,MN11,12,2018,June,30.1,43.6,31.8,127.8
Manhattan,MN12,12,2018,June,37.9,46.1,56.6,169.0
Queens East,QE07,12,2018,June,43.5,49.1,65.3,176.9
Queens East,QE08,12,2018,June,38.4,28.9,52.5,117.1
Queens East,QE10,12,2018,June,44.9,42.1,93.6,218.5
Queens East,QE11,12,2018,June,51.1,63.3,91.3,251.7
Queens East,QE12,12,2018,June,33.8,36.3,65.8,160.2
Queens East,QE13,12,2018,June,44.4,38.4,96.9,190.8
Queens East,QE14,12,2018,June,31.5,32.2,45.3,115.3
Queens West,QW01,12,2018,June,44.1,51.7,74.1,192.8
Queens West,QW02,12,2018,June,44.3,51.8,70.3,185.1
Queens West,QW03,12,2018,June,34.8,32.0,62.5,139.3
Queens West,QW04,12,2018,June,36.5,37.3,61.8,148.7
Queens West,QW05,12,2018,June,50.3,47.7,86.2,227.1
Queens West,QW06,12,2018,June,45.7,30.1,73.2,133.2
Queens West,QW09,12,2018,June,45.1,42.7,78.9,182.6
Staten Island,SI01,12,2018,June,44.7,47.8,82.8,208.4
Staten Island,SI02,12,2018,June,43.0,51.0,84.8,206.6
Staten Island,SI03,12,2018,June,44.1,53.3,89.6,215.3
Brooklyn North,BKN01,9,2016,March,32.8,42.8,46.7,131.9
Brooklyn North,BKN02,9,2016,March,39.7,31.2,55.6,116.5
Brooklyn North,BKN03,9,2016,March,27.2,31.9,41.0,104.9
Brooklyn North,BKN04,9,2016,March,32.0,31.5,62.1,128.0
Brooklyn North,BKN05,9,2016,March,23.3,23.6,41.0,86.7
Brooklyn North,BKN08,9,2016,March,34.7,41.9,54.9,140.7
Brooklyn North,BKN09,9,2016,March,28.7,28.2,40.9,99.5
Brooklyn North,BKN16,9,2016,March,20.7,21.9,32.0,76.0
Brooklyn North,BKN17,9,2016,March,30.1,27.0,56.4,104.1
Brooklyn South,BKS06,9,2016,March,54.1,44.4,83.3,172.2
Brooklyn South,BKS07,9,2016,March,42.9,44.9,67.6,162.0
Brooklyn South,BKS10,9,2016,March,47.0,51.7,73.6,176.2
Brooklyn South,BKS11,9,2016,March,39.2,44.0,61.3,148.2
Brooklyn South,BKS12,9,2016,March,34.9,50.6,42.3,144.4
Brooklyn South,BKS13,9,2016,March,31.2,39.7,49.9,125.9
Brooklyn South,BKS14,9,2016,March,34.3,31.6,53.3,113.4
Brooklyn South,BKS15,9,2016,March,39.4,46.3,58.9,149.0
Brooklyn South,BKS18,9,2016,March,33.6,31.4,56.7,111.2
Bronx,BX01,9,2016,March,16.7,19.2,23.2,60.4
Bronx,BX02,9,2016,March,29.5,33.2,49.8,117.6
Bronx,BX03,9,2016,March,23.0,26.8,37.8,86.6
Bronx,BX04,9,2016,March,26.3,28.6,44.1,102.3
Bronx,BX05,9,2016,March,27.2,28.9,49.4,105.9
Bronx,BX06,9,2016,March,30.9,34.7,39.3,115.7
Bronx,BX07,9,2016,March,30.9,32.3,55.7,124.6
Bronx,BX08,9,2016,March,41.7,39.5,76.1,147.0
Bronx,BX09,9,2016,March,22.7,22.5,39.4,84.3
Bronx,BX10,9,2016,March,38.3,38.9,64.6,140.2
Bronx,BX11,9,2016,March,32.1,32.4,52.5,113.5
Bronx,BX12,9,2016,March,36.9,32.2,70.9,136.9
Manhattan,MN01,9,2016,March,51.6,46.4,68.5,146.1
Manhattan,MN02,9,2016,March,49.1,38.9,74.6,135.5
Manhattan,MN03,9,2016,March,31.6,42.6,42.7,124.8
Manhattan,MN04,9,2016,March,45.1,32.5,73.1,121.6
Manhattan,MN05,9,2016,March,40.4,31.3,56.5,103.7
Manhattan,MN06,9,2016,March,45.2,34.1,69.9,122.0
Manhattan,MN07,9,2016,March,50.8,42.7,73.7,142.5
Manhattan,MN08,9,2016,March,50.1,42.9,72.4,141.1
Manhattan,MN09,9,2016,March,37.8,55.6,44.7,155.3
Manhattan,MN10,9,2016,March,32.2,38.6,51.2,128.2
Manhattan,MN11,9,2016,March,26.5,41.0,32.7,102.4
Manhattan,MN12,9,2016,March,34.3,42.6,57.0,139.7
Queens East,QE07,9,2016,March,39.2,44.7,62.1,147.9
Queens East,QE08,9,2016,March,35.5,28.9,52.2,100.7
Queens East,QE10,9,2016,March,41.6,34.6,77.9,137.0
Queens East,QE11,9,2016,March,46.6,48.1,79.8,174.7
Queens East,QE12,9,2016,March,31.7,33.6,64.9,128.5
Queens East,QE13,9,2016,March,37.8,33.1,78.8,128.2
Queens East,QE14,9,2016,March,27.4,29.0,36.3,93.6
Queens West,QW01,9,2016,March,40.6,44.2,72.6,154.1
Queens West,QW02,9,2016,March,41.7,47.3,69.7,160.5
Queens West,QW03,9,2016,March,32.2,30.3,58.0,114.0
Queens West,QW04,9,2016,March,31.3,30.9,52.4,109.8
Queens West,QW05,9,2016,March,46.9,46.1,81.1,178.9
Queens West,QW06,9,2016,March,42.3,30.2,66.2,111.2
Queens West,QW09,9,2016,March,40.8,39.5,72.5,154.0
Staten Island,SI01,9,2016,March,39.2,35.6,70.8,131.4
Staten Island,SI02,9,2016,March,40.8,40.6,73.2,140.3
Staten Island,SI03,9,2016,March,42.2,43.2,76.8,147.4
Brooklyn North,BKN01,9,2017,March,32.0,42.8,45.1,127.8
Brooklyn North,BKN02,9,2017,March,39.4,31.9,55.8,114.7
Brooklyn North,BKN03,9,2017,March,27.1,32.0,41.2,104.5
Brooklyn North,BKN04,9,2017,March,32.3,32.2,63.7,129.5
Brooklyn North,BKN05,9,2017,March,23.9,23.9,42.4,89.7
Brooklyn North,BKN08,9,2017,March,36.0,45.0,60.7,146.6
Brooklyn North,BKN09,9,2017,March,28.9,29.0,41.6,97.0
Brooklyn North,BKN16,9,2017,March,20.7,21.2,32.0,75.9
Brooklyn North,BKN17,9,2017,March,31.2,26.6,58.5,109.7
Brooklyn South,BKS06,9,2017,March,55.0,46.5,85.5,177.3
Brooklyn South,BKS07,9,2017,March,43.6,45.5,70.2,166.4
Brooklyn South,BKS10,9,2017,March,48.3,53.4,77.4,190.9
Brooklyn South,BKS11,9,2017,March,39.7,42.4,62.3,145.1
Brooklyn South,BKS12,9,2017,March,33.9,48.5,42.1,139.0
Brooklyn South,BKS13,9,2017,March,32.3,42.3,52.0,131.0
Brooklyn South,BKS14,9,2017,March,34.3,32.1,53.4,115.5
Brooklyn South,BKS15,9,2017,March,39.8,46.0,59.9,151.1
Brooklyn South,BKS18,9,2017,March,35.0,31.6,61.5,117.2
Bronx,BX01,9,2017,March,16.9,19.9,25.3,61.1
Bronx,BX02,9,2017,March,28.8,32.0,50.3,113.7
Bronx,BX03,9,2017,March,22.1,24.4,32.3,83.5
Bronx,BX04,9,2017,March,26.0,28.2,44.5,100.8
Bronx,BX05,9,2017,March,26.8,27.9,48.2,104.5
Bronx,BX06,9,2017,March,31.8,34.5,42.4,120.9
Bronx,BX07,9,2017,March,31.1,33.3,60.0,124.7
Bronx,BX08,9,2017,March,41.5,39.4,76.3,146.5
Bronx,BX09,9,2017,March,22.8,22.0,41.6,84.8
Bronx,BX10,9,2017,March,39.4,40.3,64.0,146.7
Bronx,BX11,9,2017,March,32.8,31.6,53.6,117.3
Bronx,BX12,9,2017,March,37.9,32.8,73.4,141.7
Manhattan,MN01,9,2017,March,50.9,45.6,66.1,143.3
Manhattan,MN02,9,2017,March,50.1,39.1,78.7,140.1
Manhattan,MN03,9,2017,March,31.9,41.2,41.1,125.9
Manhattan,MN04,9,2017,March,45.2,32.1,74.2,122.3
Manhattan,MN05,9,2017,March,40.8,30.4,57.2,106.0
Manhattan,MN06,9,2017,March,44.8,32.9,68.0,120.2
Manhattan,MN07,9,2017,March,51.3,41.5,77.1,145.3
Manhattan,MN08,9,2017,March,50.0,41.0,73.9,141.4
Manhattan,MN09,9,2017,March,38.2,55.5,47.1,154.7
Manhattan,MN10,9,2017,March,32.4,38.9,53.1,131.6
Manhattan,MN11,9,2017,March,26.6,41.1,29.5,101.4
Manhattan,MN12,9,2017,March,35.0,44.1,56.2,144.1
Queens East,QE07,9,2017,March,40.8,47.1,63.1,156.4
Queens East,QE08,9,2017,March,36.4,28.3,52.9,104.8
Queens East,QE10,9,2017,March,43.7,34.2,79.8,154.8
Queens East,QE11,9,2017,March,50.6,50.3,80.3,180.2
Queens East,QE12,9,2017,March,32.6,32.1,65.6,133.9
Queens East,QE13,9,2017,March,39.7,31.6,80.7,139.5
Queens East,QE14,9,2017,March,27.8,28.6,37.5,95.7
Queens West,QW01,9,2017,March,41.2,46.3,73.6,156.5
Queens West,QW02,9,2017,March,42.3,46.7,71.0,164.8
Queens West,QW03,9,2017,March,33.0,30.4,61.7,117.2
Queens West,QW04,9,2017,March,32.8,31.4,57.0,116.7
Queens West,QW05,9,2017,March,49.4,44.4,87.7,189.4
Queens West,QW06,9,2017,March,43.0,29.7,68.6,113.9
Queens West,QW09,9,2017,March,42.1,38.7,76.0,162.1
Staten Island,SI01,9,2017,March,40.7,35.4,72.8,141.9
Staten Island,SI02,9,2017,March,43.0,40.1,74.4,153.3
Staten Island,SI03,9,2017,March,44.5,43.3,78.2,161.7
Brooklyn North,BKN01,9,2018,March,34.7,44.7,43.1,142.5
Brooklyn North,BKN02,9,2018,March,44.7,33.7,58.3,136.3
Brooklyn North,BKN03,9,2018,March,29.8,34.8,41.6,118.2
Brooklyn North,BKN04,9,2018,March,37.3,36.2,67.2,159.1
Brooklyn North,BKN05,9,2018,March,28.1,25.1,43.6,110.7
Brooklyn North,BKN08,9,2018,March,40.2,46.3,58.7,175.1
Brooklyn North,BKN09,9,2018,March,32.8,32.4,43.9,118.7
Brooklyn North,BKN16,9,2018,March,24.0,22.3,32.7,88.3
Brooklyn North,BKN17,9,2018,March,35.9,27.5,59.1,134.7
Brooklyn South,BKS06,9,2018,March,59.7,46.1,82.0,218.5
Brooklyn South,BKS07,9,2018,March,49.7,42.1,70.3,199.0
Brooklyn South,BKS10,9,2018,March,53.5,52.4,79.0,238.7
Brooklyn South,BKS11,9,2018,March,45.0,43.8,63.9,179.4
Brooklyn South,BKS12,9,2018,March,34.9,48.5,47.0,142.2
Brooklyn South,BKS13,9,2018,March,36.8,42.3,47.3,157.9
Brooklyn South,BKS14,9,2018,March,37.8,34.5,53.6,130.9
Brooklyn South,BKS15,9,2018,March,43.9,46.5,62.6,171.5
Brooklyn South,BKS18,9,2018,March,39.1,30.9,62.8,140.0
Bronx,BX01,9,2018,March,21.0,20.9,24.6,79.1
Bronx,BX02,9,2018,March,33.0,33.6,51.2,138.3
Bronx,BX03,9,2018,March,26.8,27.7,36.6,106.4
Bronx,BX04,9,2018,March,31.0,29.9,48.0,127.4
Bronx,BX05,9,2018,March,30.8,27.3,47.0,127.0
Bronx,BX06,9,2018,March,36.8,36.8,43.5,155.2
Bronx,BX07,9,2018,March,36.3,35.4,59.2,157.4
Bronx,BX08,9,2018,March,47.4,38.9,79.6,182.2
Bronx,BX09,9,2018,March,27.3,24.0,42.9,106.8
Bronx,BX10,9,2018,March,44.7,40.7,67.3,177.0
Bronx,BX11,9,2018,March,38.4,33.1,55.7,141.6
Bronx,BX12,9,2018,March,43.4,33.4,74.4,164.2
Manhattan,MN01,9,2018,March,56.9,44.3,69.1,182.9
Manhattan,MN02,9,2018,March,55.7,38.4,79.2,175.7
Manhattan,MN03,9,2018,March,36.9,43.9,42.1,155.7
Manhattan,MN04,9,2018,March,50.0,33.2,71.9,146.9
Manhattan,MN05,9,2018,March,47.4,32.2,58.2,137.2
Manhattan,MN06,9,2018,March,50.8,34.5,69.4,150.3
Manhattan,MN07,9,2018,March,56.9,42.0,74.9,181.7
Manhattan,MN08,9,2018,March,55.7,42.5,74.6,175.4
Manhattan,MN09,9,2018,March,44.0,54.8,47.5,199.4
Manhattan,MN10,9,2018,March,37.4,38.8,51.4,159.8
Manhattan,MN11,9,2018,March,31.1,39.7,29.6,129.1
Manhattan,MN12,9,2018,March,40.5,44.8,55.6,179.8
Queens East,QE07,9,2018,March,46.6,46.8,65.7,184.3
Queens East,QE08,9,2018,March,40.7,28.2,52.7,120.5
Queens East,QE10,9,2018,March,48.3,34.6,81.2,188.2
Queens East,QE11,9,2018,March,55.0,49.9,82.2,224.5
Queens East,QE12,9,2018,March,37.1,33.7,66.4,162.5
Queens East,QE13,9,2018,March,44.2,31.7,83.3,166.7
Queens East,QE14,9,2018,March,32.1,31.0,39.2,110.7
Queens West,QW01,9,2018,March,46.5,45.6,73.8,194.9
Queens West,QW02,9,2018,March,47.2,49.1,71.6,190.1
Queens West,QW03,9,2018,March,37.9,30.9,61.5,145.4
Queens West,QW04,9,2018,March,38.1,32.2,62.9,145.4
Queens West,QW05,9,2018,March,53.9,46.1,86.0,238.6
