Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Brooklyn North,BKN01,10,2016,April,33.2,41.0,44.3,133.8
Brooklyn North,BKN02,10,2016,April,41.0,33.2,55.4,132.1
Brooklyn North,BKN03,10,2016,April,28.5,30.5,39.3,111.4
Brooklyn North,BKN04,10,2016,April,33.8,30.3,59.3,138.8
Brooklyn North,BKN05,10,2016,April,25.1,22.4,41.6,95.0
Brooklyn North,BKN08,10,2016,April,36.7,40.1,55.8,153.2
Brooklyn North,BKN09,10,2016,April,30.3,31.4,42.9,116.8
Brooklyn North,BKN16,10,2016,April,23.2,21.2,32.2,86.8
Brooklyn North,BKN17,10,2016,April,32.4,29.5,58.0,126.8
Brooklyn South,BKS06,10,2016,April,56.7,47.4,85.4,202.2
Brooklyn South,BKS07,10,2016,April,45.0,47.2,71.0,192.8
Brooklyn South,BKS10,10,2016,April,49.7,57.3,76.2,214.6
Brooklyn South,BKS11,10,2016,April,40.8,47.3,65.1,173.2
Brooklyn South,BKS12,10,2016,April,32.9,47.5,41.5,131.6
Brooklyn South,BKS13,10,2016,April,32.8,39.6,51.9,141.8
Brooklyn South,BKS14,10,2016,April,34.1,36.9,57.4,131.1
Brooklyn South,BKS15,10,2016,April,40.1,48.5,62.4,168.5
Brooklyn South,BKS18,10,2016,April,35.6,41.6,68.4,160.4
Bronx,BX01,10,2016,April,18.4,19.7,26.8,70.7
Bronx,BX02,10,2016,April,31.4,32.3,54.3,134.7
Bronx,BX03,10,2016,April,24.9,28.0,41.4,100.1
Bronx,BX04,10,2016,April,27.9,28.6,47.1,116.0
Bronx,BX05,10,2016,April,28.8,28.7,54.1,119.8
Bronx,BX06,10,2016,April,33.3,36.6,45.3,137.4
Bronx,BX07,10,2016,April,32.8,32.7,60.2,142.3
Bronx,BX08,10,2016,April,43.8,47.1,81.3,185.3
Bronx,BX09,10,2016,April,24.5,21.5,39.4,92.4
Bronx,BX10,10,2016,April,41.3,42.2,67.3,173.9
Bronx,BX11,10,2016,April,34.7,35.7,54.1,139.2
Bronx,BX12,10,2016,April,39.7,35.2,74.6,167.8
Manhattan,MN01,10,2016,April,53.0,45.9,74.3,162.0
Manhattan,MN02,10,2016,April,50.6,38.9,83.2,151.0
Manhattan,MN03,10,2016,April,32.8,43.0,44.1,139.2
Manhattan,MN04,10,2016,April,46.9,33.5,82.2,135.3
Manhattan,MN05,10,2016,April,42.5,31.8,62.0,117.9
Manhattan,MN06,10,2016,April,46.4,34.0,79.4,133.1
Manhattan,MN07,10,2016,April,51.8,42.1,81.8,155.8
Manhattan,MN08,10,2016,April,51.8,43.5,80.5,157.1
Manhattan,MN09,10,2016,April,39.4,57.2,47.7,175.4
Manhattan,MN10,10,2016,April,34.0,38.8,55.3,145.8
Manhattan,MN11,10,2016,April,28.2,42.1,34.0,116.6
Manhattan,MN12,10,2016,April,35.9,44.0,60.9,157.2
Queens East,QE07,10,2016,April,41.5,48.9,64.1,177.5
Queens East,QE08,10,2016,April,36.8,30.6,52.7,114.3
Queens East,QE10,10,2016,April,44.5,46.8,88.4,203.6
Queens East,QE11,10,2016,April,49.7,65.2,90.4,264.4
Queens East,QE12,10,2016,April,33.7,39.3,64.5,159.3
Queens East,QE13,10,2016,April,39.9,44.2,91.2,186.3
Queens East,QE14,10,2016,April,29.3,32.0,39.6,111.9
Queens West,QW01,10,2016,April,42.8,49.5,76.3,183.7
Queens West,QW02,10,2016,April,43.9,52.7,69.1,192.7
Queens West,QW03,10,2016,April,33.9,33.5,59.1,134.0
Queens West,QW04,10,2016,April,33.1,33.0,54.2,130.6
Queens West,QW05,10,2016,April,49.3,50.6,84.2,216.1
Queens West,QW06,10,2016,April,44.2,30.6,75.0,124.6
Queens West,QW09,10,2016,April,43.2,43.3,76.4,186.2
Staten Island,SI01,10,2016,April,42.2,45.6,81.5,197.4
Staten Island,SI02,10,2016,April,41.9,52.2,80.7,197.8
Staten Island,SI03,10,2016,April,43.5,55.3,85.5,209.7
Brooklyn North,BKN01,10,2017,April,31.9,42.3,42.3,125.9
Brooklyn North,BKN02,10,2017,April,39.4,33.5,54.2,124.4
Brooklyn North,BKN03,10,2017,April,27.3,31.7,41.1,104.4
Brooklyn North,BKN04,10,2017,April,33.0,31.5,64.7,132.2
Brooklyn North,BKN05,10,2017,April,24.5,23.4,43.3,91.5
Brooklyn North,BKN08,10,2017,April,36.6,43.7,58.6,150.4
Brooklyn North,BKN09,10,2017,April,29.5,33.6,45.5,109.0
Brooklyn North,BKN16,10,2017,April,22.1,22.1,35.0,81.4
Brooklyn North,BKN17,10,2017,April,31.3,29.5,61.0,120.3
Brooklyn South,BKS06,10,2017,April,55.7,49.1,85.0,194.5
Brooklyn South,BKS07,10,2017,April,44.0,50.2,71.5,183.3
Brooklyn South,BKS10,10,2017,April,48.6,57.1,80.3,208.4
Brooklyn South,BKS11,10,2017,April,40.0,47.3,65.9,162.1
Brooklyn South,BKS12,10,2017,April,32.9,48.8,45.6,130.4
Brooklyn South,BKS13,10,2017,April,32.8,45.1,50.1,140.7
Brooklyn South,BKS14,10,2017,April,33.3,37.5,54.0,128.7
Brooklyn South,BKS15,10,2017,April,39.4,50.6,63.2,162.2
Brooklyn South,BKS18,10,2017,April,34.5,41.8,73.7,151.5
Bronx,BX01,10,2017,April,17.7,19.3,27.4,67.3
Bronx,BX02,10,2017,April,30.4,32.8,57.5,127.7
Bronx,BX03,10,2017,April,23.5,24.2,35.7,94.3
Bronx,BX04,10,2017,April,27.0,28.6,48.3,110.5
Bronx,BX05,10,2017,April,28.0,27.8,52.9,115.4
Bronx,BX06,10,2017,April,32.7,36.6,51.2,134.2
Bronx,BX07,10,2017,April,31.8,33.6,62.6,134.9
Bronx,BX08,10,2017,April,42.6,45.8,80.3,176.7
Bronx,BX09,10,2017,April,23.1,21.0,42.0,85.3
Bronx,BX10,10,2017,April,40.1,42.7,68.3,162.2
Bronx,BX11,10,2017,April,33.4,34.6,56.3,131.2
Bronx,BX12,10,2017,April,38.0,35.2,73.1,156.2
Manhattan,MN01,10,2017,April,52.3,44.2,76.1,158.5
Manhattan,MN02,10,2017,April,50.5,38.5,82.7,151.0
Manhattan,MN03,10,2017,April,32.9,42.7,44.7,138.8
Manhattan,MN04,10,2017,April,46.1,31.5,80.3,133.0
Manhattan,MN05,10,2017,April,41.3,29.4,62.6,113.5
Manhattan,MN06,10,2017,April,46.5,33.1,75.2,133.8
Manhattan,MN07,10,2017,April,52.0,40.2,83.2,157.6
Manhattan,MN08,10,2017,April,51.1,41.1,81.3,153.9
Manhattan,MN09,10,2017,April,38.7,56.6,49.9,168.3
Manhattan,MN10,10,2017,April,33.3,39.5,58.0,142.8
Manhattan,MN11,10,2017,April,28.1,42.6,32.8,114.5
Manhattan,MN12,10,2017,April,35.8,45.3,59.4,156.7
Queens East,QE07,10,2017,April,40.3,49.0,65.1,168.8
Queens East,QE08,10,2017,April,36.0,29.3,55.0,110.5
Queens East,QE10,10,2017,April,43.1,45.0,94.5,194.9
Queens East,QE11,10,2017,April,50.6,65.1,93.7,231.6
Queens East,QE12,10,2017,April,32.0,37.0,68.4,147.3
Queens East,QE13,10,2017,April,38.1,40.4,94.4,173.4
Queens East,QE14,10,2017,April,28.6,31.3,43.9,107.4
Queens West,QW01,10,2017,April,41.8,49.9,76.0,176.2
Queens West,QW02,10,2017,April,43.1,51.3,75.2,184.9
Queens West,QW03,10,2017,April,33.1,32.3,64.4,128.9
Queens West,QW04,10,2017,April,33.4,35.3,60.8,130.5
Queens West,QW05,10,2017,April,48.6,47.4,91.4,202.3
Queens West,QW06,10,2017,April,43.2,29.5,78.1,119.9
Queens West,QW09,10,2017,April,41.7,40.8,79.6,175.8
Staten Island,SI01,10,2017,April,41.4,48.0,87.6,187.9
Staten Island,SI02,10,2017,April,41.6,54.1,87.8,193.3
Staten Island,SI03,10,2017,April,41.8,55.1,91.1,194.7
Brooklyn North,BKN01,10,2018,April,35.7,48.3,48.0,145.1
Brooklyn North,BKN02,10,2018,April,40.9,35.7,58.7,123.5
Brooklyn North,BKN03,10,2018,April,28.4,34.3,45.2,109.3
Brooklyn North,BKN04,10,2018,April,34.1,35.3,68.7,137.2
Brooklyn North,BKN05,10,2018,April,25.3,23.7,44.8,95.5
Brooklyn North,BKN08,10,2018,April,36.0,44.8,60.1,145.8
Brooklyn North,BKN09,10,2018,April,30.7,34.6,47.0,117.8
Brooklyn North,BKN16,10,2018,April,21.8,20.7,35.9,77.0
Brooklyn North,BKN17,10,2018,April,32.3,29.8,62.6,125.3
Brooklyn South,BKS06,10,2018,April,55.5,48.8,83.5,197.0
Brooklyn South,BKS07,10,2018,April,45.8,46.3,73.0,186.3
Brooklyn South,BKS10,10,2018,April,49.3,56.3,80.8,219.6
Brooklyn South,BKS11,10,2018,April,40.9,46.8,65.8,166.3
Brooklyn South,BKS12,10,2018,April,38.5,46.2,48.2,164.4
Brooklyn South,BKS13,10,2018,April,32.9,41.6,51.6,138.0
Brooklyn South,BKS14,10,2018,April,36.0,38.8,56.8,141.7
Brooklyn South,BKS15,10,2018,April,42.0,49.3,66.4,172.9
Brooklyn South,BKS18,10,2018,April,35.9,41.0,75.6,161.4
Bronx,BX01,10,2018,April,18.0,20.6,26.1,68.5
Bronx,BX02,10,2018,April,30.7,34.9,57.7,129.1
Bronx,BX03,10,2018,April,23.9,27.3,41.1,94.9
Bronx,BX04,10,2018,April,27.5,29.8,50.4,112.4
Bronx,BX05,10,2018,April,27.7,27.1,51.0,113.9
Bronx,BX06,10,2018,April,32.8,36.5,46.9,136.1
Bronx,BX07,10,2018,April,32.5,34.7,64.1,138.6
Bronx,BX08,10,2018,April,43.6,45.4,82.1,179.2
Bronx,BX09,10,2018,April,24.2,22.2,43.4,90.1
Bronx,BX10,10,2018,April,41.5,42.8,71.5,165.8
Bronx,BX11,10,2018,April,35.2,36.0,58.0,131.7
Bronx,BX12,10,2018,April,40.0,35.8,79.5,152.2
Manhattan,MN01,10,2018,April,52.6,45.9,76.6,159.5
Manhattan,MN02,10,2018,April,51.2,39.7,87.3,152.7
Manhattan,MN03,10,2018,April,33.1,43.2,46.2,137.0
Manhattan,MN04,10,2018,April,45.9,33.3,78.4,130.5
Manhattan,MN05,10,2018,April,43.4,33.7,64.0,121.0
Manhattan,MN06,10,2018,April,46.5,34.3,75.0,132.6
Manhattan,MN07,10,2018,April,52.8,42.8,84.9,160.1
Manhattan,MN08,10,2018,April,52.0,43.0,82.9,157.7
Manhattan,MN09,10,2018,April,40.0,55.5,51.3,175.6
Manhattan,MN10,10,2018,April,33.7,39.0,55.1,142.6
Manhattan,MN11,10,2018,April,28.1,42.1,32.9,116.6
Manhattan,MN12,10,2018,April,36.6,45.1,58.9,159.4
Queens East,QE07,10,2018,April,42.6,49.0,69.7,169.9
Queens East,QE08,10,2018,April,38.3,30.5,52.8,115.6
Queens East,QE10,10,2018,April,43.9,45.4,91.2,210.5
Queens East,QE11,10,2018,April,51.1,63.6,97.2,249.3
Queens East,QE12,10,2018,April,33.0,36.9,67.7,153.9
Queens East,QE13,10,2018,April,39.6,41.2,95.5,183.9
Queens East,QE14,10,2018,April,30.7,32.7,42.7,112.2
Queens West,QW01,10,2018,April,42.4,49.9,77.3,179.8
Queens West,QW02,10,2018,April,43.2,52.3,77.2,176.5
Queens West,QW03,10,2018,April,33.7,32.9,62.1,132.4
Queens West,QW04,10,2018,April,34.5,35.4,64.4,136.3
Queens West,QW05,10,2018,April,49.3,49.4,88.2,218.0
Queens West,QW06,10,2018,April,45.0,30.3,78.2,128.6
Queens West,QW09,10,2018,April,43.9,42.4,77.3,171.6
Staten Island,SI01,10,2018,April,42.5,48.7,81.1,194.8
Staten Island,SI02,10,2018,April,42.6,53.6,82.5,199.8
Staten Island,SI03,10,2018,April,43.1,55.8,86.6,205.6
Brooklyn North,BKN01,2,2016,August,48.3,46.6,42.4,241.3
Brooklyn North,BKN02,2,2016,August,52.1,30.8,49.1,197.8
Brooklyn North,BKN03,2,2016,August,38.9,29.6,33.5,174.4
Brooklyn North,BKN04,2,2016,August,44.8,30.5,48.1,217.0
Brooklyn North,BKN05,2,2016,August,34.4,23.3,34.4,145.1
Brooklyn North,BKN08,2,2016,August,46.2,41.2,46.7,224.6
Brooklyn North,BKN09,2,2016,August,40.1,30.9,38.1,172.6
Brooklyn North,BKN16,2,2016,August,32.5,20.8,27.9,135.3
Brooklyn North,BKN17,2,2016,August,42.9,28.8,52.1,189.9
Brooklyn South,BKS06,2,2016,August,63.9,42.7,75.4,278.9
Brooklyn South,BKS07,2,2016,August,56.6,44.9,60.9,299.2
Brooklyn South,BKS10,2,2016,August,59.5,57.0,64.2,320.9
Brooklyn South,BKS11,2,2016,August,52.0,48.0,53.7,260.8
Brooklyn South,BKS12,2,2016,August,46.3,51.1,36.6,224.6
Brooklyn South,BKS13,2,2016,August,42.6,35.5,43.0,208.9
Brooklyn South,BKS14,2,2016,August,43.6,30.3,48.4,184.7
Brooklyn South,BKS15,2,2016,August,51.9,47.6,52.2,260.9
Brooklyn South,BKS18,2,2016,August,45.8,33.8,55.7,210.7
Bronx,BX01,2,2016,August,25.6,17.1,23.9,103.4
Bronx,BX02,2,2016,August,41.0,28.2,46.2,197.6
Bronx,BX03,2,2016,August,32.2,21.5,33.5,139.0
Bronx,BX04,2,2016,August,37.8,25.1,40.5,175.1
Bronx,BX05,2,2016,August,38.7,25.8,48.9,179.2
Bronx,BX06,2,2016,August,39.9,32.9,38.8,188.6
Bronx,BX07,2,2016,August,43.6,30.5,54.8,215.8
Bronx,BX08,2,2016,August,55.4,41.7,75.1,273.8
Bronx,BX09,2,2016,August,33.9,22.0,32.9,142.6
Bronx,BX10,2,2016,August,53.9,41.3,62.1,277.6
Bronx,BX11,2,2016,August,47.3,35.3,48.2,225.5
Bronx,BX12,2,2016,August,51.0,33.3,65.6,254.7
Manhattan,MN01,2,2016,August,62.5,43.6,61.8,240.7
Manhattan,MN02,2,2016,August,58.7,35.5,64.7,214.4
Manhattan,MN03,2,2016,August,42.3,40.4,40.0,203.9
Manhattan,MN04,2,2016,August,57.9,31.9,67.0,210.7
Manhattan,MN05,2,2016,August,51.3,30.4,46.5,168.3
Manhattan,MN06,2,2016,August,57.1,33.1,62.1,204.0
Manhattan,MN07,2,2016,August,61.8,40.4,64.6,237.6
Manhattan,MN08,2,2016,August,61.7,41.4,64.7,235.2
Manhattan,MN09,2,2016,August,49.0,53.0,45.6,259.7
Manhattan,MN10,2,2016,August,43.7,34.0,48.4,216.0
Manhattan,MN11,2,2016,August,38.2,38.1,30.1,176.2
Manhattan,MN12,2,2016,August,46.2,42.1,55.0,233.3
Queens East,QE07,2,2016,August,51.0,48.6,51.1,251.9
Queens East,QE08,2,2016,August,47.4,28.3,43.5,166.6
Queens East,QE10,2,2016,August,51.7,36.7,63.5,262.4
Queens East,QE11,2,2016,August,58.6,56.4,71.4,324.2
Queens East,QE12,2,2016,August,43.5,34.7,51.1,220.6
Queens East,QE13,2,2016,August,52.1,34.5,71.5,264.3
Queens East,QE14,2,2016,August,38.6,28.5,33.0,164.4
Queens West,QW01,2,2016,August,53.7,48.1,62.3,275.5
Queens West,QW02,2,2016,August,55.2,51.1,60.5,291.1
Queens West,QW03,2,2016,August,44.2,31.3,50.6,199.8
Queens West,QW04,2,2016,August,43.3,32.5,43.9,194.3
Queens West,QW05,2,2016,August,59.0,48.7,73.0,320.2
Queens West,QW06,2,2016,August,55.2,31.3,59.4,192.0
Queens West,QW09,2,2016,August,52.4,40.4,64.1,265.8
Staten Island,SI01,2,2016,August,54.9,40.5,69.1,281.7
Staten Island,SI02,2,2016,August,53.1,46.5,68.2,268.2
Staten Island,SI03,2,2016,August,55.4,48.6,74.7,289.4
Brooklyn North,BKN01,2,2017,August,42.4,48.1,45.8,188.7
Brooklyn North,BKN02,2,2017,August,46.6,31.3,52.1,157.5
Brooklyn North,BKN03,2,2017,August,33.5,31.0,38.5,136.5
Brooklyn North,BKN04,2,2017,August,38.8,31.8,53.0,167.3
Brooklyn North,BKN05,2,2017,August,29.4,23.4,37.4,114.5
Brooklyn North,BKN08,2,2017,August,40.8,42.9,48.6,179.3
Brooklyn North,BKN09,2,2017,August,34.9,30.4,39.8,137.8
Brooklyn North,BKN16,2,2017,August,27.1,21.6,28.2,104.6
Brooklyn North,BKN17,2,2017,August,37.0,27.7,54.9,148.3
Brooklyn South,BKS06,2,2017,August,59.5,44.4,81.2,222.7
Brooklyn South,BKS07,2,2017,August,51.0,56.7,61.4,231.1
Brooklyn South,BKS10,2,2017,August,54.1,55.8,70.1,252.8
Brooklyn South,BKS11,2,2017,August,45.7,45.2,57.0,203.5
Brooklyn South,BKS12,2,2017,August,40.7,50.1,37.8,179.2
Brooklyn South,BKS13,2,2017,August,37.5,36.3,51.6,166.5
Brooklyn South,BKS14,2,2017,August,37.7,30.9,52.0,143.6
Brooklyn South,BKS15,2,2017,August,45.9,46.6,55.4,204.7
Brooklyn South,BKS18,2,2017,August,39.7,35.4,59.5,162.8
Bronx,BX01,2,2017,August,20.8,17.2,25.7,78.6
Bronx,BX02,2,2017,August,35.4,32.3,53.1,152.4
Bronx,BX03,2,2017,August,26.9,22.2,36.4,107.5
Bronx,BX04,2,2017,August,32.3,26.6,45.9,136.1
Bronx,BX05,2,2017,August,33.1,25.3,54.0,139.6
Bronx,BX06,2,2017,August,34.0,32.7,44.8,145.1
Bronx,BX07,2,2017,August,37.6,30.5,60.7,166.5
Bronx,BX08,2,2017,August,49.1,41.4,79.4,210.3
Bronx,BX09,2,2017,August,28.4,23.2,36.9,109.7
Bronx,BX10,2,2017,August,47.9,42.2,62.7,215.6
Bronx,BX11,2,2017,August,41.1,33.8,50.7,175.1
Bronx,BX12,2,2017,August,44.5,33.6,68.0,195.8
Manhattan,MN01,2,2017,August,57.0,44.1,63.5,189.1
Manhattan,MN02,2,2017,August,54.0,37.7,69.3,173.8
Manhattan,MN03,2,2017,August,36.6,40.1,43.7,159.4
Manhattan,MN04,2,2017,August,51.6,31.9,69.3,162.4
Manhattan,MN05,2,2017,August,45.1,29.0,48.3,131.8
Manhattan,MN06,2,2017,August,51.1,32.3,63.6,160.3
Manhattan,MN07,2,2017,August,56.5,41.5,71.8,186.3
Manhattan,MN08,2,2017,August,56.5,41.9,69.3,187.8
Manhattan,MN09,2,2017,August,42.9,57.2,48.2,197.9
Manhattan,MN10,2,2017,August,38.0,36.3,56.7,167.2
Manhattan,MN11,2,2017,August,32.5,40.2,31.4,136.7
Manhattan,MN12,2,2017,August,40.3,41.0,57.7,183.6
Queens East,QE07,2,2017,August,45.2,47.2,55.0,199.2
Queens East,QE08,2,2017,August,41.5,28.1,48.3,130.2
Queens East,QE10,2,2017,August,47.8,36.8,77.2,202.3
Queens East,QE11,2,2017,August,52.8,54.6,73.1,256.6
Queens East,QE12,2,2017,August,37.1,33.6,55.9,167.5
Queens East,QE13,2,2017,August,46.2,34.7,79.5,206.5
Queens East,QE14,2,2017,August,33.3,28.4,37.2,129.3
Queens West,QW01,2,2017,August,47.7,49.8,68.2,213.8
Queens West,QW02,2,2017,August,48.4,51.8,64.1,219.9
Queens West,QW03,2,2017,August,37.8,31.7,54.1,152.6
Queens West,QW04,2,2017,August,38.9,35.1,53.0,158.7
Queens West,QW05,2,2017,August,53.2,49.0,81.3,250.2
